,Price,Area (m²),Number of rooms,Address,Heating,Market,Advertiser type,Building type,Year of construction,Windows,Building material,type,voivodeship,offer year
157,1027609.6666666666,121.65,5.0,"ul. Słoneczna, Krupia Wólka, Prażmów, piaseczyński, mazowieckie",pompa ciepła,pierwotny,deweloper,bliźniak,2025,plastikowe,cegła,house,mazowieckie,2025
158,800533.3333333334,78.69,4.0,"Dworska, Lipowa, Lipowa, żywiecki, śląskie",gazowe,pierwotny,deweloper,bliźniak,2025,plastikowe,pustak,house,śląskie,2025
159,1462000.0,146.26,5.0,"ul. Wiejska, Stare Gliwice, Gliwice, śląskie",pompa ciepła,pierwotny,deweloper,bliźniak,2022,plastikowe,cegła,house,śląskie,2025
160,650000.0,120.56,6.0,"Pietrzykowice, Łodygowice, żywiecki, śląskie",pompa ciepła,pierwotny,biuro nieruchomości,wolnostojący,2025,plastikowe,pustak,house,śląskie,2025
161,980000.0,150.0,4.0,"Jury Gajdzicy, Cisownica, Goleszów, cieszyński, śląskie",gazowe,wtórny,biuro nieruchomości,wolnostojący,2013,plastikowe,pustak,house,śląskie,2025
162,1030000.0,102.73,5.0,"Spacerowa, Dąbrowa Szlachecka, Czernichów, krakowski, małopolskie",pompa ciepła,pierwotny,deweloper,bliźniak,2024,plastikowe,cegła,house,małopolskie,2025
163,842970.0,145.0,5.0,"ul. Wrocławska, Miłoszyce, Jelcz-Laskowice, oławski, dolnośląskie",pompa ciepła,pierwotny,deweloper,bliźniak,2025,plastikowe,cegła,house,dolnośląskie,2025
165,1462000.0,146.26,5.0,"ul. Wiejska, Stare Gliwice, Gliwice, śląskie",pompa ciepła,pierwotny,deweloper,bliźniak,2022,plastikowe,cegła,house,śląskie,2025
166,742589.0,104.59,5.0,"Łukaszewska 42/44, Stare Moskule, Widzew, Łódź, łódzkie",pompa ciepła,pierwotny,deweloper,szeregowiec,2023,plastikowe,pustak,house,łódzkie,2025
167,384998.0,50.0,4.0,"Borówkowa, Uście, Kolsko, nowosolski, lubuskie",pompa ciepła,pierwotny,biuro nieruchomości,wolnostojący,2024,plastikowe,cegła,house,lubuskie,2025
168,1121022.3333333333,67.02,3.0,"ul. Sympatyczna, Rajkowo, Kołbaskowo, policki, zachodniopomorskie",pompa ciepła,pierwotny,deweloper,bliźniak,2026,plastikowe,cegła,house,zachodniopomorskie,2025
169,1283829.0,121.69,5.0,"ul. Ruczajowa, Maślice, Fabryczna, Wrocław, dolnośląskie",pompa ciepła,pierwotny,deweloper,bliźniak,2025,plastikowe,cegła,house,dolnośląskie,2025
170,940000.0,112.0,5.0,"Złotokłos, Piaseczno, piaseczyński, mazowieckie",pompa ciepła,pierwotny,biuro nieruchomości,wolnostojący,2024,plastikowe,cegła,house,mazowieckie,2025
172,660000.0,100.07,7.0,"ul. Ogrodowa, Chojnów, legnicki, dolnośląskie",gazowe,pierwotny,prywatny,bliźniak,2024,plastikowe,cegła,house,dolnośląskie,2025
173,1292304.0,168.0,5.0,"ul. Krzysztofa Kolumba, Kołobrzeg, kołobrzeski, zachodniopomorskie",pompa ciepła,pierwotny,deweloper,bliźniak,2025,plastikowe,cegła,house,zachodniopomorskie,2025
176,670000.0,70.0,3.0,"Kadłubówka, Nowe Miasto, płoński, mazowieckie",inne,wtórny,prywatny,wolnostojący,2017,plastikowe,drewno,house,mazowieckie,2025
177,1250000.0,140.0,9.0,"ul. Klemensa Janickiego, Żnin, Żnin, żniński, kujawsko-pomorskie",inne,wtórny,prywatny,wolnostojący,1912,plastikowe,cegła,house,kujawsko-pomorskie,2025
178,690000.0,116.0,6.0,"ul. Piekarska, Za Cukrownią, Lublin, lubelskie",gazowe,wtórny,prywatny,bliźniak,1968,plastikowe,cegła,house,lubelskie,2025
179,1600000.0,160.0,5.0,"Aleksandrów Łódzki, Aleksandrów Łódzki, zgierski, łódzkie",gazowe,wtórny,biuro nieruchomości,wolnostojący,2014,plastikowe,pustak,house,łódzkie,2025
182,770000.0,90.0,4.0,"Dawidy, Raszyn, pruszkowski, mazowieckie",pompa ciepła,pierwotny,prywatny,wolnostojący,2025,plastikowe,cegła,house,mazowieckie,2025
184,799000.0,155.0,5.0,"Białołęka, Pęcław, głogowski, dolnośląskie",gazowe,wtórny,biuro nieruchomości,wolnostojący,2006,plastikowe,cegła,house,dolnośląskie,2025
185,270000.0,150.35,4.0,"Jaźwiny, Trzebnica, trzebnicki, dolnośląskie",pompa ciepła,pierwotny,biuro nieruchomości,wolnostojący,2024,brak,pustak,house,dolnośląskie,2025
186,1499900.0,128.39,6.0,"ul. Inżynierów, Marki, wołomiński, mazowieckie",gazowe,wtórny,biuro nieruchomości,szeregowiec,2021,plastikowe,pustak,house,mazowieckie,2025
187,370000.0,160.0,4.0,"Hucisko Jawornickie, Jawornik Polski, przeworski, podkarpackie",węglowe,wtórny,biuro nieruchomości,wolnostojący,1960,drewniane,pustak,house,podkarpackie,2025
188,210000.0,80.0,4.0,"ul. Strzelecka, Rostarzewo, Rakoniewice, grodziski, wielkopolskie",gazowe,wtórny,prywatny,wolnostojący,2023,plastikowe,inny,house,wielkopolskie,2025
189,999000.0,200.0,5.0,"Śródmieście, Rzeszów, podkarpackie",gazowe,wtórny,biuro nieruchomości,wolnostojący,1975,drewniane,pustak,house,podkarpackie,2025
190,605000.0,110.0,5.0,"Kolonia Kokanin, Żelazków, kaliski, wielkopolskie",gazowe,wtórny,biuro nieruchomości,wolnostojący,1974,drewniane,cegła,house,wielkopolskie,2025
192,869000.0,68.6,4.0,"Szymanowskiego, Pępowo, Żukowo, kartuski, pomorskie",gazowe,wtórny,biuro nieruchomości,szeregowiec,2023,plastikowe,pustak,house,pomorskie,2025
193,280000.0,80.0,3.0,"Jasionów, Haczów, brzozowski, podkarpackie",inne,wtórny,prywatny,wolnostojący,2023,plastikowe,pustak,house,podkarpackie,2025
194,699000.0,124.28,4.0,"Nowa Wieś, Poczesna, częstochowski, śląskie",pompa ciepła,pierwotny,biuro nieruchomości,szeregowiec,2025,brak,pustak,house,śląskie,2025
195,1380000.0,161.0,6.0,"ul. Brylantowa, Ołtaszyn, Krzyki, Wrocław, dolnośląskie",pompa ciepła,pierwotny,biuro nieruchomości,bliźniak,2025,plastikowe,cegła,house,dolnośląskie,2025
198,610000.0,134.52,4.0,"ul. Stefana Żeromskiego, Ostrołęka, mazowieckie",gazowe,pierwotny,biuro nieruchomości,szeregowiec,2024,plastikowe,beton komórkowy,house,mazowieckie,2025
199,379000.0,120.0,3.0,"Wójcin, Jeziora Wielkie, mogileński, kujawsko-pomorskie",gazowe,wtórny,biuro nieruchomości,bliźniak,1900,drewniane,cegła,house,kujawsko-pomorskie,2025
200,2199000.0,110.0,4.0,"Radość, Wawer, Warszawa, mazowieckie",gazowe,wtórny,biuro nieruchomości,bliźniak,2022,drewniane,cegła,house,mazowieckie,2025
201,795000.0,142.25,4.0,"ul. Stawowa, Łochów, Łochów, węgrowski, mazowieckie",pompa ciepła,pierwotny,prywatny,wolnostojący,2023,plastikowe,pustak,house,mazowieckie,2025
202,390000.0,110.0,5.0,"os.Dębowe, Zblewo, Zblewo, starogardzki, pomorskie",pompa ciepła,pierwotny,prywatny,wolnostojący,2024,brak,pustak,house,pomorskie,2025
204,934000.0,120.0,4.0,"Łacha, Serock, legionowski, mazowieckie",inne,pierwotny,prywatny,bliźniak,2025,plastikowe,pustak,house,mazowieckie,2025
206,738000.0,110.0,4.0,"ul. Brzozowa, Walidrogi, Tarnów Opolski, opolski, opolskie",gazowe,wtórny,biuro nieruchomości,bliźniak,2024,plastikowe,inny,house,opolskie,2025
208,935000.0,84.77,4.0,"Pracze Odrzańskie, Fabryczna, Wrocław, dolnośląskie",gazowe,wtórny,biuro nieruchomości,szeregowiec,2023,plastikowe,pustak,house,dolnośląskie,2025
209,999999.0,113.0,4.0,"Wola Zgłobieńska, Boguchwała, rzeszowski, podkarpackie",inne,wtórny,biuro nieruchomości,wolnostojący,2011,plastikowe,inny,house,podkarpackie,2025
210,650000.0,129.0,3.0,"ul. Na Grabówki, Suszec, Suszec, pszczyński, śląskie",pompa ciepła,pierwotny,prywatny,wolnostojący,2023,plastikowe,cegła,house,śląskie,2025
211,520000.0,115.19,4.0,"Lipin, Radwanice, polkowicki, dolnośląskie",pompa ciepła,pierwotny,biuro nieruchomości,wolnostojący,2024,plastikowe,cegła,house,dolnośląskie,2025
214,1240000.0,176.0,5.0,"Włosań, Mogilany, krakowski, małopolskie",gazowe,wtórny,biuro nieruchomości,wolnostojący,2021,plastikowe,cegła,house,małopolskie,2025
216,499000.0,107.16,4.0,"Przyborów, Władysławów, turecki, wielkopolskie",pompa ciepła,pierwotny,biuro nieruchomości,wolnostojący,2024,plastikowe,pustak,house,wielkopolskie,2025
217,1190000.0,177.93,6.0,"Hażlach, Hażlach, cieszyński, śląskie","kominkowe
gazowe",wtórny,biuro nieruchomości,wolnostojący,2000,drewniane,inny,house,śląskie,2025
218,630000.0,99.66,5.0,"Grabówko, Nowa Karczma, kościerski, pomorskie",pompa ciepła,pierwotny,biuro nieruchomości,wolnostojący,2024,plastikowe,cegła,house,pomorskie,2025
219,1249000.0,126.0,4.0,"Skotniki, Zgierz, zgierski, łódzkie",gazowe,wtórny,biuro nieruchomości,wolnostojący,2024,plastikowe,silikat,house,łódzkie,2025
221,1650000.0,96.0,4.0,"ul. Harcerska, Oporów, Fabryczna, Wrocław, dolnośląskie","kominkowe
gazowe",wtórny,prywatny,bliźniak,2025,plastikowe,cegła,house,dolnośląskie,2025
223,791066.3333333334,65.31,4.0,"ul. Sportowa, Bębło, Wielka Wieś, krakowski, małopolskie",gazowe,pierwotny,deweloper,bliźniak,2025,plastikowe,cegła,house,małopolskie,2025
224,498000.0,95.3,4.0,"Śródmieście, Rzeszów, podkarpackie",gazowe,wtórny,biuro nieruchomości,wolnostojący,2017,plastikowe,pustak,house,podkarpackie,2025
225,899000.0,122.0,5.0,"Białe Błota, Białe Błota, bydgoski, kujawsko-pomorskie",inne,wtórny,biuro nieruchomości,bliźniak,1990,plastikowe,pustak,house,kujawsko-pomorskie,2025
227,1450000.0,110.0,4.0,"Międzylesie, Wawer, Warszawa, mazowieckie",gazowe,wtórny,biuro nieruchomości,wolnostojący,1934,drewniane,drewno,house,mazowieckie,2025
228,599000.0,110.8,4.0,"Bytków, Siemianowice Śląskie, śląskie",inne,wtórny,biuro nieruchomości,wolnostojący,1966,plastikowe,beton,house,śląskie,2025
229,1450000.0,154.4,5.0,"ul. Przewoska, Otwock, otwocki, mazowieckie",inne,wtórny,prywatny,bliźniak,1992,plastikowe,cegła,house,mazowieckie,2025
231,1699000.0,188.0,5.0,"ul. Piotra Michałowskiego, Podlesie, Katowice, śląskie",gazowe,pierwotny,biuro nieruchomości,wolnostojący,2025,plastikowe,pustak,house,śląskie,2025
232,820000.0,113.0,6.0,"Niepołomice, Niepołomice, wielicki, małopolskie",gazowe,wtórny,biuro nieruchomości,wolnostojący,1982,drewniane,pustak,house,małopolskie,2025
233,1260000.0,92.62,5.0,"ul. Kajetańska, Czechowice, Ursus, Warszawa, mazowieckie",pompa ciepła,pierwotny,deweloper,bliźniak,2025,plastikowe,cegła,house,mazowieckie,2025
235,1169666.6666666667,152.58,5.0,"ul. Żywiczna, Henryków, Białołęka, Warszawa, mazowieckie",pompa ciepła,pierwotny,deweloper,bliźniak,2026,plastikowe,cegła,house,mazowieckie,2025
236,799000.0,93.59,5.0,"Rybical, Ryn, giżycki, warmińsko-mazurskie",inne,pierwotny,prywatny,bliźniak,2024,aluminiowe,silikat,house,warmińsko-mazurskie,2025
237,699000.0,118.7,4.0,"Platynowa, Tulce, Kleszczewo, poznański, wielkopolskie",gazowe,pierwotny,biuro nieruchomości,bliźniak,2024,plastikowe,cegła,house,wielkopolskie,2025
238,1370000.0,180.0,7.0,"ul. Sądecka, Czechów Północny, Lublin, lubelskie","kominkowe
gazowe",wtórny,prywatny,szeregowiec,1992,plastikowe,cegła,house,lubelskie,2025
239,799000.0,200.0,6.0,"Malbork, malborski, pomorskie","kominkowe
gazowe",wtórny,biuro nieruchomości,szeregowiec,1993,plastikowe,pustak,house,pomorskie,2025
240,1230000.0,150.0,5.0,"Izabelin-Dziekanówek, Czosnów, nowodworski, mazowieckie",inne,pierwotny,prywatny,wolnostojący,2024,plastikowe,cegła,house,mazowieckie,2025
241,945000.0,105.0,5.0,"Grodzisk Mazowiecki, Grodzisk Mazowiecki, grodziski, mazowieckie",gazowe,pierwotny,biuro nieruchomości,bliźniak,2025,plastikowe,cegła,house,mazowieckie,2025
242,749000.0,91.0,4.0,"Biała Śródmieście, Bielsko-Biała, śląskie",inne,pierwotny,prywatny,wolnostojący,2025,plastikowe,pustak,house,śląskie,2025
243,1099000.0,135.0,5.0,"Choszczówka, Białołęka, Warszawa, mazowieckie",pompa ciepła,pierwotny,biuro nieruchomości,szeregowiec,2024,plastikowe,cegła,house,mazowieckie,2025
245,699000.0,97.0,3.0,"ul. Helska, Rumia, wejherowski, pomorskie",elektryczne,wtórny,biuro nieruchomości,wolnostojący,2000,plastikowe,cegła,house,pomorskie,2025
246,1600000.0,142.0,5.0,"ul. Chabrowa, Strzemieszyce Wielkie, Strzemieszyce Wielkie, Dąbrowa Górnicza, śląskie",gazowe,wtórny,biuro nieruchomości,wolnostojący,2023,plastikowe,inny,house,śląskie,2025
247,549000.0,86.0,4.0,"Piasutno, Świętajno, szczycieński, warmińsko-mazurskie",inne,pierwotny,prywatny,wolnostojący,2025,plastikowe,pustak,house,warmińsko-mazurskie,2025
248,499000.0,100.0,3.0,"Nasielsk, Nasielsk, nowodworski, mazowieckie",gazowe,wtórny,biuro nieruchomości,wolnostojący,1940,drewniane,drewno,house,mazowieckie,2025
249,915000.0,109.0,5.0,"Osiedle Nowowiejska, Umiastów, Ożarów Mazowiecki, warszawski zachodni, mazowieckie",inne,pierwotny,prywatny,bliźniak,2026,plastikowe,cegła,house,mazowieckie,2025
250,550000.0,108.0,6.0,"Chmieleniec, Łęczyce, wejherowski, pomorskie",węglowe,wtórny,biuro nieruchomości,wolnostojący,2023,plastikowe,drewno,house,pomorskie,2025
251,880000.0,104.0,4.0,"Kołobrzeg, kołobrzeski, zachodniopomorskie",gazowe,pierwotny,biuro nieruchomości,bliźniak,2024,plastikowe,beton komórkowy,house,zachodniopomorskie,2025
252,1650000.0,134.0,5.0,"ul. Żytomierska, Muchobór Wielki, Fabryczna, Wrocław, dolnośląskie",gazowe,wtórny,biuro nieruchomości,szeregowiec,2008,plastikowe,pustak,house,dolnośląskie,2025
253,1100000.0,91.49,3.0,"Wisławy Szymborskiej, Wojszyce, Krzyki, Wrocław, dolnośląskie",pompa ciepła,pierwotny,biuro nieruchomości,szeregowiec,2024,aluminiowe,beton,house,dolnośląskie,2025
254,549000.0,78.45,4.0,"Rabowice, Swarzędz, poznański, wielkopolskie",pompa ciepła,pierwotny,deweloper,bliźniak,2026,plastikowe,pustak,house,wielkopolskie,2025
255,879000.0,171.0,4.0,"Chmielnik, Kalisz, wielkopolskie",gazowe,wtórny,biuro nieruchomości,bliźniak,2022,plastikowe,cegła,house,wielkopolskie,2025
257,850000.0,150.0,5.0,"ul. Szeroka, Mieczewo, Mosina, poznański, wielkopolskie",pompa ciepła,pierwotny,prywatny,wolnostojący,2024,plastikowe,pustak,house,wielkopolskie,2025
258,599100.0,88.88,4.0,"Brzoza, Nowa Wieś Wielka, bydgoski, kujawsko-pomorskie",pompa ciepła,pierwotny,biuro nieruchomości,wolnostojący,2025,plastikowe,inny,house,kujawsko-pomorskie,2025
260,579000.0,114.81,5.0,"Bolesławowo, Skarszewy, starogardzki, pomorskie",gazowe,pierwotny,prywatny,bliźniak,2025,plastikowe,beton komórkowy,house,pomorskie,2025
262,275000.0,80.0,4.0,"Owiesno, Dzierżoniów, dzierżoniowski, dolnośląskie",gazowe,wtórny,biuro nieruchomości,wolnostojący,2023,plastikowe,pustak,house,dolnośląskie,2025
263,1350000.0,184.6,5.0,"ul. Skowronków, Nowe Chechło, Świerklaniec, tarnogórski, śląskie",gazowe,wtórny,biuro nieruchomości,wolnostojący,2013,plastikowe,pustak,house,śląskie,2025
264,1516153.3333333333,133.53,5.0,"ul. Kozielska, Wojska Polskiego, Gliwice, śląskie",pompa ciepła,pierwotny,deweloper,bliźniak,2025,plastikowe,pustak,house,śląskie,2025
265,1029000.0,119.5,4.0,"Jagodno, Krzyki, Wrocław, dolnośląskie",gazowe,pierwotny,deweloper,szeregowiec,2025,plastikowe,pustak,house,dolnośląskie,2025
266,1990000.0,153.0,3.0,"Wiry, Komorniki, poznański, wielkopolskie","kominkowe
gazowe",wtórny,biuro nieruchomości,wolnostojący,2000,plastikowe,cegła,house,wielkopolskie,2025
267,1270000.0,192.0,5.0,"Karczemki, Szemud, wejherowski, pomorskie",inne,wtórny,biuro nieruchomości,wolnostojący,1989,drewniane,inny,house,pomorskie,2025
268,989000.0,123.0,5.0,"Charlęż, Spiczyn, łęczyński, lubelskie",inne,wtórny,biuro nieruchomości,wolnostojący,2011,drewniane,cegła,house,lubelskie,2025
269,999000.0,118.0,5.0,"ul.Spokojna, Tomaszowice, Wielka Wieś, krakowski, małopolskie",pompa ciepła,pierwotny,prywatny,wolnostojący,2024,aluminiowe,cegła,house,małopolskie,2025
270,1217898.0,123.02,5.0,"ul. Białołęcka, Brzeziny, Białołęka, Warszawa, mazowieckie",pompa ciepła,pierwotny,deweloper,bliźniak,2027,plastikowe,cegła,house,mazowieckie,2025
271,861000.0,118.36,5.0,"Gierałtowice, Wieprz, wadowicki, małopolskie",pompa ciepła,pierwotny,biuro nieruchomości,wolnostojący,2024,plastikowe,cegła,house,małopolskie,2025
273,500000.0,130.0,6.0,"ul. Władysława Reymonta, Ostrowiec Świętokrzyski, ostrowiecki, świętokrzyskie",miejskie,wtórny,prywatny,wolnostojący,1968,plastikowe,cegła,house,świętokrzyskie,2025
275,1095204.0,111.29,5.0,"ul. Przepiórki, Nowa Wola, Lesznowola, piaseczyński, mazowieckie",pompa ciepła,pierwotny,deweloper,bliźniak,2026,plastikowe,cegła,house,mazowieckie,2025
276,395000.0,116.0,5.0,"Strzelce Opolskie, Strzelce Opolskie, strzelecki, opolskie",gazowe,wtórny,biuro nieruchomości,wolnostojący,2023,plastikowe,pustak,house,opolskie,2025
277,920000.0,111.49,5.0,"Paderewskiego, Pruszków, pruszkowski, mazowieckie",gazowe,pierwotny,prywatny,bliźniak,2024,plastikowe,cegła,house,mazowieckie,2025
278,490000.0,70.0,2.0,"Smołdziński Las, Smołdzino, słupski, pomorskie",elektryczne,wtórny,prywatny,wolnostojący,2021,plastikowe,drewno,house,pomorskie,2025
279,589000.0,134.84,5.0,"Radziszów, Skawina, krakowski, małopolskie",inne,pierwotny,prywatny,wolnostojący,2024,brak,pustak,house,małopolskie,2025
281,890000.0,62.0,3.0,"ul. Kościelna, Szczytna, Szczytna, kłodzki, dolnośląskie",gazowe,wtórny,biuro nieruchomości,wolnostojący,2019,plastikowe,pustak,house,dolnośląskie,2025
282,825000.0,122.0,4.0,"Słupsk, pomorskie",węglowe,wtórny,biuro nieruchomości,wolnostojący,2023,plastikowe,pustak,house,pomorskie,2025
284,550000.0,120.0,6.0,"Gniezno, gnieźnieński, wielkopolskie",pompa ciepła,pierwotny,biuro nieruchomości,wolnostojący,2024,plastikowe,cegła,house,wielkopolskie,2025
285,730000.0,150.0,3.0,"ul. Grabocińska, Grabocin, Strzemieszyce Wielkie, Dąbrowa Górnicza, śląskie",gazowe,pierwotny,biuro nieruchomości,bliźniak,2025,plastikowe,pustak,house,śląskie,2025
286,1699000.0,184.0,5.0,"ul. Diamentowa, Osiedle Generałów, Olsztyn, warmińsko-mazurskie","kominkowe
gazowe",wtórny,prywatny,szeregowiec,2015,plastikowe,inny,house,warmińsko-mazurskie,2025
287,1499000.0,160.0,7.0,"Józefów, otwocki, mazowieckie",gazowe,wtórny,biuro nieruchomości,wolnostojący,1970,drewniane,inny,house,mazowieckie,2025
288,600000.0,134.43,4.0,"Bliska, Tobolice, Rzekuń, ostrołęcki, mazowieckie",gazowe,pierwotny,biuro nieruchomości,szeregowiec,2024,plastikowe,beton komórkowy,house,mazowieckie,2025
289,625000.0,113.4,4.0,"ul. Małujowicka, Brzeg, brzeski, opolskie",gazowe,pierwotny,prywatny,bliźniak,2023,plastikowe,silikat,house,opolskie,2025
290,395000.0,77.0,3.0,"Węgrowo, Grudziądz, grudziądzki, kujawsko-pomorskie",gazowe,wtórny,biuro nieruchomości,wolnostojący,2023,plastikowe,pustak,house,kujawsko-pomorskie,2025
292,550000.0,136.0,3.0,"ul. Ruczajowa, Dojlidy Górne, Białystok, podlaskie",gazowe,wtórny,biuro nieruchomości,wolnostojący,2008,plastikowe,pustak,house,podlaskie,2025
293,618000.0,105.09,4.0,"ul. Kasztanowa, Bąkowo, Kolbudy, gdański, pomorskie",gazowe,pierwotny,deweloper,szeregowiec,2024,plastikowe,cegła,house,pomorskie,2025
296,400000.0,65.0,2.0,"ul. Długa, Skwarki, Susiec, tomaszowski, lubelskie",gazowe,wtórny,biuro nieruchomości,wolnostojący,2023,plastikowe,pustak,house,lubelskie,2025
297,1159000.0,175.0,4.0,"ul. Kasztanowa, Chorzów Batory, Chorzów, śląskie",gazowe,wtórny,prywatny,bliźniak,1979,plastikowe,cegła,house,śląskie,2025
298,465000.0,87.7,4.0,"Janczewo, Santok, gorzowski, lubuskie",gazowe,pierwotny,prywatny,bliźniak,2024,plastikowe,beton komórkowy,house,lubuskie,2025
300,985000.0,171.25,5.0,"Mroków, Lesznowola, piaseczyński, mazowieckie",gazowe,pierwotny,biuro nieruchomości,bliźniak,2025,plastikowe,pustak,house,mazowieckie,2025
301,890000.0,100.0,4.0,"Serby, Głogów, głogowski, dolnośląskie",gazowe,wtórny,biuro nieruchomości,wolnostojący,2023,plastikowe,pustak,house,dolnośląskie,2025
302,1099000.0,124.0,5.0,"ul. Szkolna, Lesznowola, Lesznowola, piaseczyński, mazowieckie",pompa ciepła,pierwotny,biuro nieruchomości,bliźniak,2024,plastikowe,inny,house,mazowieckie,2025
306,770000.0,99.0,4.0,"Rokietnica, Rokietnica, poznański, wielkopolskie",pompa ciepła,pierwotny,prywatny,bliźniak,2024,plastikowe,cegła,house,wielkopolskie,2025
308,800533.3333333334,78.69,4.0,"Dworska, Lipowa, Lipowa, żywiecki, śląskie",gazowe,pierwotny,deweloper,bliźniak,2025,plastikowe,pustak,house,śląskie,2025
309,450000.0,190.0,6.0,"Kuźniczka, Kędzierzyn-Koźle, kędzierzyńsko-kozielski, opolskie",inne,wtórny,prywatny,wolnostojący,1980,plastikowe,cegła,house,opolskie,2025
310,745000.0,136.0,5.0,"Boguchwała, Boguchwała, rzeszowski, podkarpackie",gazowe,pierwotny,biuro nieruchomości,bliźniak,2025,plastikowe,cegła,house,podkarpackie,2025
311,990000.0,174.7,4.0,"Konikowo, Świeszyno, koszaliński, zachodniopomorskie",gazowe,wtórny,biuro nieruchomości,wolnostojący,2001,drewniane,pustak,house,zachodniopomorskie,2025
