URL,Cena,Cena za m²,Adres,Powierzchnia (m²),Liczba pokoi,Ogrzewanie,Rynek,Typ ogłoszeniodawcy,Rok budowy,Rodzaj zabudowy,Okna,Materiał budynku
https://www.otodom.pl/pl/oferta/inwestycja-urzadzona-zarabiajaca-kawalerka-ID4rKp1,425 000 zł,14 252 zł/m²,"ul. Sołtysowicka, Sołtysowice, Psie Pole, Wrocław, dolnośląskie",29.82m²,1 pokój,miejskie,wtórny,biuro nieruchomości,2023,blok,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/sprzedam-kawalerke-26m2-ul-saska-9b-ID4w68o,429 000 zł,16 500 zł/m²,"Stare Miasto, Stare Miasto, Kraków, małopolskie",26m²,1 pokój,miejskie,wtórny,biuro nieruchomości,2024,blok,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-taras-bez-posrednikow-ID4uhUS,Brak danych,Brak danych,"ul. ks. Jakuba Wujka, Wilda, Wilda, Poznań, wielkopolskie",29.3m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/studio-przy-ul-piotrkowskiej-ID4wepA,352 000 zł,16 000 zł/m²,"ul. Piotrkowska, Centrum, Białystok, podlaskie",22m²,1 pokój,miejskie,wtórny,biuro nieruchomości,Brak danych,blok,plastikowe,cegła
https://www.otodom.pl/pl/oferta/apartament-zegrze-taras-23-m2-ID4sktE,452 980 zł,11 000 zł/m²,"ul. Rybaki, Zegrze Południowe Rybaki, Nieporęt, legionowski, mazowieckie",41.18m²,1 pokój,brak informacji,pierwotny,biuro nieruchomości,2023,apartamentowiec,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-z-oddzielna-kuchnia-akademijna-ID4wcBM,455 000 zł,13 788 zł/m²,"Jabłonna, Jabłonna, legionowski, mazowieckie",33m²,1 pokój,brak informacji,wtórny,prywatny,Brak danych,blok,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-na-osiedlu-piastowskim-ID4wcz0,135 000 zł,5 192 zł/m²,"Nowa Ruda, kłodzki, dolnośląskie",26m²,1 pokój,miejskie,wtórny,prywatny,Brak danych,blok,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-ID4uunw,Brak danych,Brak danych,"ul. Herbu Oksza, Szamoty, Ursus, Warszawa, mazowieckie",30.26m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/kamienica-metro-rewitalizacja-stan-surowy-ID4wdjj,399 000 zł,14 615 zł/m²,"ul. Zachariasza, Szmulowizna, Praga-Północ, Warszawa, mazowieckie",27.3m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1920,kamienica,Brak danych,cegła
https://www.otodom.pl/pl/oferta/kawalerka-otwock-23m2-z-kw-ID4ldwy,265 000 zł,11 522 zł/m²,"ul. Mazowiecka, Otwock, otwocki, mazowieckie",23m²,1 pokój,elektryczne,wtórny,prywatny,Brak danych,blok,plastikowe,cegła
https://www.otodom.pl/pl/oferta/kawalerka-do-zamieszkania-ID4wcLz,395 000 zł,19 750 zł/m²,"Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",20m²,1 pokój,miejskie,wtórny,prywatny,1968,blok,plastikowe,inny
https://www.otodom.pl/pl/oferta/0-prowizji-kaw-1p-blok-2014-umeblowana-ID4uhjW,355 000 zł,14 724 zł/m²,"ul. Antoniego Kosińskiego, Wilda, Wilda, Poznań, wielkopolskie",24.11m²,1 pokój,miejskie,wtórny,biuro nieruchomości,2014,blok,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-bezposrednio-ID4wdrY,Brak danych,Brak danych,"ul. Stalowa, Nowa Praga, Praga-Północ, Warszawa, mazowieckie",30.35m²,1 pokój,brak informacji,pierwotny,deweloper,2027,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/mieszkanie-38-m2-z-widokiem-na-gory-ID4sBM5,197 000 zł,5 205 zł/m²,"ul. Ignacego Krasickiego 43, Dzierżoniów, dzierżoniowski, dolnośląskie",37.85m²,1 pokój,elektryczne,wtórny,prywatny,Brak danych,kamienica,plastikowe,inny
https://www.otodom.pl/pl/oferta/dla-singla-lub-pary-m2-po-remoncie-z-widokiem-ID4uRaN,359 000 zł,9 205 zł/m²,"Osiedle Tysiąclecia, Katowice, śląskie",39m²,1 pokój,miejskie,wtórny,biuro nieruchomości,Brak danych,blok,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-66m2-ogrodek-bez-prowizji-ID4unhK,Brak danych,Brak danych,"ul. Nadgórników, Bogucice, Katowice, śląskie",66.05m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/bochnia-ul-brzeznicka-male-mieszkanko-na-poddaszu-ID4weBh,195 000 zł,10 263 zł/m²,"ul. Brzeźnicka, Bochnia, bocheński, małopolskie",19m²,1 pokój,brak informacji,wtórny,biuro nieruchomości,2012,Brak danych,Brak danych,cegła
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-balkon-bezposrednio-ID4uGaR,Brak danych,Brak danych,"ul. Chylońska, Cisowa, Gdynia, pomorskie",26.05m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-35m2-bez-prowizji-ID4ulPK,Brak danych,Brak danych,"ul. Towarowa, Czyste, Wola, Warszawa, mazowieckie",35.17m²,1 pokój,brak informacji,pierwotny,deweloper,2024,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-31m2-ogrodek-ID4ucU9,Brak danych,Brak danych,"ul. Wiklinowa, Henryków, Białołęka, Warszawa, mazowieckie",31.29m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-33m2-balkon-bez-prowizji-ID4unmS,420 625 zł,12 500 zł/m²,"ul. Rzepakowa, Piotrowice-Ochojec, Katowice, śląskie",33.65m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/atrakcyjna-lokalizacja-65-m2-przy-samym-lesie-ID4weZO,1 045 199 zł,15 897 zł/m²,"Piecki-Migowo, Gdańsk, pomorskie",65.75m²,1 pokój,brak informacji,pierwotny,biuro nieruchomości,2024,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/osiedle-lososiowa-mieszkanie-1-pok-76-ID4lMDI,Brak danych,Brak danych,"ul. Łososiowa, Radogoszcz, Bałuty, Łódź, łódzkie",35.99m²,1 pokój,brak informacji,pierwotny,deweloper,2025,blok,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-z-ogrodem-ul-swieradowska-inwestycja-ID4we2s,467 005 zł,17 491 zł/m²,"ul. Świeradowska, Gaj, Krzyki, Wrocław, dolnośląskie",26.7m²,1 pokój,brak informacji,pierwotny,biuro nieruchomości,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/chmielna-duo-mieszkanie-1-pok-a2-116-ID4nYAQ,1 421 031 zł,35 096 zł/m²,"ul. Chmielna, Mirów, Wola, Warszawa, mazowieckie",40.49m²,1 pokój,inne,pierwotny,deweloper,2025,blok,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/dwie-kawalerki-na-sprzedaz-ID4uJva,350 000 zł,10 606 zł/m²,"Ustroń, cieszyński, śląskie",33m²,1 pokój,gazowe,wtórny,prywatny,Brak danych,kamienica,plastikowe,cegła
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-36m2-loggia-bezposrednio-ID4uckc,629 000 zł,17 125 zł/m²,"ul. Proszowicka, Prądnik Biały, Prądnik Biały, Kraków, małopolskie",36.73m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-na-muranowie-ID4rm0x,539 000 zł,26 950 zł/m²,"ul. Nowolipki, Muranów, Śródmieście, Warszawa, mazowieckie",20m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1950,kamienica,Brak danych,cegła
https://www.otodom.pl/pl/oferta/mieszkanie-32-3-m2-przy-ul-wyspowej-zacisze-ID4ukO1,529 000 zł,16 378 zł/m²,"ul. Wyspowa 8, Zacisze, Targówek, Warszawa, mazowieckie",32.3m²,1 pokój,miejskie,wtórny,biuro nieruchomości,Brak danych,blok,plastikowe,cegła
https://www.otodom.pl/pl/oferta/kawalerka-wroclaw-wojszyce-miejsce-postojowe-ID4wdEu,537 000 zł,17 396 zł/m²,"ul. gen. Stefana Grota-Roweckiego, Ołtaszyn, Krzyki, Wrocław, dolnośląskie",30.87m²,1 pokój,miejskie,wtórny,biuro nieruchomości,2020,blok,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-w-centrum-chorzowa-czynsz-160-zl-ID4r1RU,219 000 zł,7 429 zł/m²,"ul. Wolności, Centrum, Chorzów, śląskie",29.48m²,1 pokój,gazowe,wtórny,biuro nieruchomości,1896,kamienica,plastikowe,cegła
https://www.otodom.pl/pl/oferta/mieszkanie-z-tarasem-31m2-w-doskonalej-lokalizacji-ID4ufjH,469 000 zł,15 129 zł/m²,"ul. Zielonogórska, Szczepin, Stare Miasto, Wrocław, dolnośląskie",31m²,1 pokój,miejskie,wtórny,prywatny,2002,blok,plastikowe,pustak
https://www.otodom.pl/pl/oferta/kawalerka-na-woli-w-zielonej-okolicy-ID4tP46,579 000 zł,18 094 zł/m²,"Ulrychów, Wola, Warszawa, mazowieckie",32m²,1 pokój,miejskie,wtórny,prywatny,1936,Brak danych,plastikowe,cegła
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-37m2-balkon-bezposrednio-ID4u9Gr,Brak danych,Brak danych,"ul. Chłodna, Helenów, Bałuty, Łódź, łódzkie",37.88m²,1 pokój,brak informacji,pierwotny,deweloper,2024,Brak danych,Brak danych,Brak danych
