URL,Cena,Cena za m²,Adres,Powierzchnia (m²),Liczba pokoi,Ogrzewanie,Rynek,Typ ogłoszeniodawcy,Rok budowy,Rodzaj zabudowy,Okna,Materiał budynku
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-33m2-ogrodek-bez-prowizji-ID4ulh8,Brak danych,Brak danych,"ul. Osiedlowa, Kpgo Mysiadło, Lesznowola, piaseczyński, mazowieckie",33.8m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-ogrodek-ID4ugXS,Brak danych,Brak danych,"ul. Zygmunta Wojciechowskiego, Piątkowo, Stare Miasto, Poznań, wielkopolskie",27.05m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/mieszkanie-w-bloku-z-2011-ul-okrzei-duzy-taras-ID4wcVD,410 000 zł,10 936 zł/m²,"Śródmieście, Kielce, świętokrzyskie",37.49m²,1 pokój,brak informacji,wtórny,biuro nieruchomości,Brak danych,apartamentowiec,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-z-balkonem-cisza-zielen-mokotow-ID4tRkl,499 000 zł,20 392 zł/m²,"ul. Etiudy Rewolucyjnej 40, Wyględów, Mokotów, Warszawa, mazowieckie",24.47m²,1 pokój,miejskie,wtórny,prywatny,1970,blok,plastikowe,beton komórkowy
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-33m2-balkon-bez-prowizji-ID4unj8,Brak danych,Brak danych,"pl. Imbramowski, Prądnik Biały, Prądnik Biały, Kraków, małopolskie",33.49m²,1 pokój,brak informacji,pierwotny,deweloper,2027,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/wyposazony-apartament-spa-basen-blisko-plaza-ID4u0b6,459 000 zł,21 549 zł/m²,"Kołobrzeg, kołobrzeski, zachodniopomorskie",21.3m²,1 pokój,brak informacji,wtórny,biuro nieruchomości,2022,apartamentowiec,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/praga-poludnie-ID4weWZ,489 000 zł,14 382 zł/m²,"Śródmieście Północne, Śródmieście, Warszawa, mazowieckie",34m²,1 pokój,gazowe,wtórny,biuro nieruchomości,1935,kamienica,plastikowe,cegła
https://www.otodom.pl/pl/oferta/kawalerka-pod-klucz-wysoki-standard-ID4wekO,375 000 zł,12 500 zł/m²,"ul. Częstochowska, Zarzew, Widzew, Łódź, łódzkie",30m²,1 pokój,miejskie,wtórny,biuro nieruchomości,2024,apartamentowiec,Brak danych,silikat
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-balkon-ID4uaSm,347 404 zł,11 561 zł/m²,"ul. Koszalińska, Strzeszyn, Jeżyce, Poznań, wielkopolskie",30.05m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-bezposrednio-ID4ujay,278 949 zł,10 700 zł/m²,"generała Władysława Andersa, Wojska Polskiego, Gliwice, śląskie",26.07m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/335-000-w-dni-otwarteumow-sie-na-jutro-ID4udUB,357 800 zł,14 031 zł/m²,"Śródmieście, Gdańsk, pomorskie",25.5m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2025,blok,plastikowe,cegła
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-36m2-ogrodek-bezposrednio-ID4ugr3,Brak danych,Brak danych,"ul. Przyokopowa, Czyste, Wola, Warszawa, mazowieckie",36.62m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-41m2-balkon-bezposrednio-ID4u9I7,Brak danych,Brak danych,"ul. Chłodna, Helenów, Bałuty, Łódź, łódzkie",41.42m²,1 pokój,brak informacji,pierwotny,deweloper,2024,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/uniwersytet-manufakturajuz-za-kilka-miesiecy-ID4wden,258 850 zł,9 956 zł/m²,"al. Włókniarzy, Stare Polesie, Polesie, Łódź, łódzkie",26m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2025,apartamentowiec,plastikowe,cegła
https://www.otodom.pl/pl/oferta/uniwersytet-manufakturajuz-za-kilka-miesiecy-ID4wciX,258 850 zł,9 956 zł/m²,"al. Włókniarzy, Stare Polesie, Polesie, Łódź, łódzkie",26m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2025,apartamentowiec,plastikowe,cegła
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-ogrodek-bezposrednio-ID4ubqp,315 923 zł,12 355 zł/m²,"ul. Promenada, Dopiewiec, Dopiewo, poznański, wielkopolskie",25.57m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-bez-prowizji-ID4ual8,Brak danych,Brak danych,"ul. Filtrowa, Bronowice, Bronowice, Kraków, małopolskie",26.64m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/jednopokojowe-podgorze-duchackie-budowa-2002-ID4uXZi,515 000 zł,15 944 zł/m²,"ul. Nowosądecka, Kozłówka, Bieżanów-Prokocim, Kraków, małopolskie",32.3m²,1 pokój,miejskie,wtórny,prywatny,2002,blok,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-na-parterze-jelcz-laskowice-ID4rhJV,255 000 zł,6 606 zł/m²,"Jelcz-Laskowice, Jelcz-Laskowice, oławski, dolnośląskie",38.6m²,1 pokój,brak informacji,wtórny,biuro nieruchomości,1966,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-na-solcu-wneka-na-sypialnie-ID4weCa,599 000 zł,21 782 zł/m²,"ul. Górnośląska, Solec, Śródmieście, Warszawa, mazowieckie",27.5m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1969,blok,Brak danych,wielka płyta
https://www.otodom.pl/pl/oferta/grzegorzki-sadowa-balkon-ID4waHd,560 000 zł,15 810 zł/m²,"Grzegórzki, Grzegórzki, Kraków, małopolskie",35.42m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1961,blok,Brak danych,inny
https://www.otodom.pl/pl/oferta/kawalerka-niedaleko-metra-bezposrednio-ID4tdGT,480 000 zł,19 592 zł/m²,"Bródno, Targówek, Warszawa, mazowieckie",24.5m²,1 pokój,miejskie,wtórny,prywatny,1971,blok,drewniane,wielka płyta
https://www.otodom.pl/pl/oferta/apartamenty-zornicka-1-pok-nr-27-ID4sBZn,851 018 zł,24 840 zł/m²,"ul. Szymony, Zakopane, tatrzański, małopolskie",34.26m²,1 pokój,brak informacji,pierwotny,deweloper,2025,apartamentowiec,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/0-prowizji-winogrady-nowe-od-dewelopera-ID4uTAw,389 940 zł,13 400 zł/m²,"ul. Hawelańska, Winogrady, Stare Miasto, Poznań, wielkopolskie",29.1m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2026,blok,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-z-miejscem-postojowym-2024-bez-pcc-ID4u79Y,359 000 zł,13 296 zł/m²,"ul. Zatorska, Zawidawie, Psie Pole, Wrocław, dolnośląskie",27m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2024,apartamentowiec,Brak danych,silikat
https://www.otodom.pl/pl/oferta/kalwaryjska-78-gotowa-kawalerka-ID4tmZj,606 272 zł,21 499 zł/m²,"ul. Kalwaryjska, Stare Podgórze, Podgórze, Kraków, małopolskie",28.2m²,1 pokój,miejskie,pierwotny,prywatny,2025,kamienica,plastikowe,inny
https://www.otodom.pl/pl/oferta/kawalerka-w-promocji-z-ogrodem-15min-od-forum-ID4w1As,329 749 zł,12 538 zł/m²,"Ujeścisko-Łostowice, Gdańsk, pomorskie",26.3m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,Brak danych,blok,plastikowe,cegła
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-40m2-balkon-ID4upP3,Brak danych,Brak danych,"ul. Jałmużnicza, Śródmieście, Gdańsk, pomorskie",40.39m²,1 pokój,brak informacji,pierwotny,deweloper,2027,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/hit-cenowy-nowe-mieszkanie-w-koszlinie-ID4w0r7,310 000 zł,7 677 zł/m²,"ul. Powstańców Wielkopolskich, Koszalin, zachodniopomorskie",40.38m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2026,blok,plastikowe,inny
https://www.otodom.pl/pl/oferta/kompaktowy-apartament-inwestycyjny-22-65-m2-ID4p9lR,398 390 zł,17 589 zł/m²,"ul. Zwycięska 3, Partynice, Krzyki, Wrocław, dolnośląskie",22.65m²,1 pokój,brak informacji,pierwotny,deweloper,2024,apartamentowiec,plastikowe,Brak danych
