URL,Cena,Cena za m²,Adres,Powierzchnia (m²),Liczba pokoi,Ogrzewanie,Rynek,Typ ogłoszeniodawcy,Rok budowy,Rodzaj zabudowy,Okna,Materiał budynku
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-34m2-balkon-bez-prowizji-ID4usTT,Brak danych,Brak danych,"ul. Dowborczyków, Fabryczna Widzew, Widzew, Łódź, łódzkie",34.23m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-balkon-bezposrednio-ID4uhR8,Brak danych,Brak danych,"ul. Spadochroniarzy, Złotno, Polesie, Łódź, łódzkie",27.54m²,1 pokój,brak informacji,pierwotny,deweloper,2024,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/inwestycyjna-kawalerka-tylko-do-28-02-mega-rabat-ID4wdir,258 837 zł,10 198 zł/m²,"ul. Zielona, Stare Polesie, Polesie, Łódź, łódzkie",25.38m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2025,apartamentowiec,plastikowe,inny
https://www.otodom.pl/pl/oferta/kawalerka-przy-placu-wolnosci-tylko-do-28-02-rabat-ID4wdhD,266 479 zł,10 140 zł/m²,"ul. Legionów, Stare Polesie, Polesie, Łódź, łódzkie",26.28m²,1 pokój,miejskie,pierwotny,biuro nieruchomości,2026,apartamentowiec,plastikowe,inny
https://www.otodom.pl/pl/oferta/sprzedam-kawalerke-lodz-ID4wect,200 000 zł,7 358 zł/m²,"ul. gen. Stefana Grota-Roweckiego, Zarzew, Widzew, Łódź, łódzkie",27.18m²,1 pokój,miejskie,wtórny,prywatny,Brak danych,blok,plastikowe,wielka płyta
https://www.otodom.pl/pl/oferta/kawalerka-pracownia-w-topowej-lokalizacji-w-lodzi-ID4sI19,330 000 zł,9 146 zł/m²,"ul. Piotrkowska, Centrum, Śródmieście, Łódź, łódzkie",36.08m²,1 pokój,miejskie,wtórny,prywatny,1982,blok,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-ogrodek-ID4up9M,Brak danych,Brak danych,"ul. Wenecka, Julianów, Piaseczno, piaseczyński, mazowieckie",27.52m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-taras-bezposrednio-ID4uEYg,Brak danych,Brak danych,"ul. Kartuska, Siedlce, Gdańsk, pomorskie",26.59m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/mieszkanie-z-ogrodem-w-centrum-chelmzy-ID4utTW,215 000 zł,3 644 zł/m²,"ul. Bydgoska, Chełmża, toruński, kujawsko-pomorskie",59m²,1 pokój,kotłownia,wtórny,biuro nieruchomości,1980,Brak danych,drewniane,cegła
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-balkon-ID4umMr,Brak danych,Brak danych,"ul. Marywilska 60, Żerań, Białołęka, Warszawa, mazowieckie",25.41m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/taczaka-5-apartament-1-pok-a-0-02-ID4pRYA,611 036 zł,17 300 zł/m²,"ul. Stanisława Taczaka 5, Centrum, Stare Miasto, Poznań, wielkopolskie",35.32m²,1 pokój,brak informacji,pierwotny,deweloper,Brak danych,apartamentowiec,Brak danych,Brak danych
