URL,Cena,Cena za m²,Adres,Powierzchnia (m²),Liczba pokoi,Ogrzewanie,Rynek,Typ ogłoszeniodawcy,Rok budowy,Rodzaj zabudowy,Okna,Materiał budynku
https://www.otodom.pl/pl/oferta/kawalerka-w-cichym-miejscu-blisko-srodmiescia-ID4uUTD,379 000 zł,21 056 zł/m²,"Mirów, Wola, Warszawa, mazowieckie",18m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1967,blok,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-34m2-balkon-bezposrednio-ID4ugfS,471 108 zł,13 608 zł/m²,"ul. Mariana Smoluchowskiego, Junikowo, Grunwald, Poznań, wielkopolskie",34.62m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-ogrodek-ID4uzqD,Brak danych,Brak danych,"ul. Maków Polnych, Umultowo, Stare Miasto, Poznań, wielkopolskie",27.08m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/idealne-mieszkanie-dla-pary-ul-domagaly-ID4wf1K,560 000 zł,16 524 zł/m²,"ul. Mariana Domagały, Złocień, Bieżanów-Prokocim, Kraków, małopolskie",33.89m²,1 pokój,miejskie,wtórny,biuro nieruchomości,2021,blok,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-44m2-ogrodek-ID4ugJa,Brak danych,Brak danych,"ul. Jana Matejki, Grunwald, Grunwald, Poznań, wielkopolskie",44.77m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-balkon-bez-prowizji-ID4uai0,Brak danych,Brak danych,"ul. Mochnaniec, Skotniki, Dębniki, Kraków, małopolskie",32.72m²,1 pokój,brak informacji,pierwotny,deweloper,2024,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/gotowy-lokal-a-07-mozliwosc-odebrania-23-vat-ID4wcOB,346 000 zł,12 988 zł/m²,"ul. Wąska, Grzybowo, Kołobrzeg, kołobrzeski, zachodniopomorskie",26.64m²,1 pokój,gazowe,wtórny,biuro nieruchomości,Brak danych,apartamentowiec,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-ogrodek-bezposrednio-ID4w328,383 670 zł,13 500 zł/m²,"ul. Mochtyńska, Kobiałka, Białołęka, Warszawa, mazowieckie",28.42m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/piekna-kawalerka-po-remoncie-28m2-parter-ID4szEb,229 000 zł,8 179 zł/m²,"ul. Grunwaldzka, Okole, Bydgoszcz, kujawsko-pomorskie",28m²,1 pokój,gazowe,wtórny,biuro nieruchomości,1906,kamienica,plastikowe,cegła
https://www.otodom.pl/pl/oferta/m1-ogrodek-bezposrednio-ID4wdqS,345 352 zł,11 815 zł/m²,"Brynów-Osiedle Zgrzebnioka, Katowice, śląskie",29.23m²,1 pokój,brak informacji,pierwotny,biuro nieruchomości,Brak danych,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-balkon-bez-prowizji-ID4unhW,Brak danych,Brak danych,"ul. Nadgórników, Bogucice, Katowice, śląskie",29.86m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-34m2-balkon-ID4uo2K,606 719 zł,17 798 zł/m²,"ul. Pabianicka, Powstańców Śląskich, Krzyki, Wrocław, dolnośląskie",34.09m²,1 pokój,brak informacji,pierwotny,deweloper,2025,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/nowe-osiedle-w-blachowni-ul-sosnowa-ID4rXdk,229 060 zł,6 500 zł/m²,"Blachownia, Blachownia, częstochowski, śląskie",35.24m²,1 pokój,brak informacji,pierwotny,biuro nieruchomości,Brak danych,blok,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowy-apartament-inwestycyjny-26m2-loggia-ID4uVXL,Brak danych,Brak danych,"ul. Kaszubska, Oliwa, Gdańsk, pomorskie",26.2m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/sprzedam-bezposrednio-kawalerke-ID4wcUw,470 000 zł,18 260 zł/m²,"Pruszków, pruszkowski, mazowieckie",25.74m²,1 pokój,miejskie,pierwotny,prywatny,2024,apartamentowiec,aluminiowe,cegła
https://www.otodom.pl/pl/oferta/kawalerka-w-sercu-murowanej-gosliny-ID4tHLS,325 000 zł,7 927 zł/m²,"ul. Kręta 19, Murowana Goślina, Murowana Goślina, poznański, wielkopolskie",41m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1980,blok,plastikowe,wielka płyta
https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-32m2-bezposrednio-ID4uhpT,Brak danych,Brak danych,"ul. Piwna, Plac Grunwaldzki, Śródmieście, Wrocław, dolnośląskie",32.93m²,1 pokój,brak informacji,pierwotny,deweloper,2026,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/mieszkanie-23-m-krakow-ID4wfaa,410 000 zł,17 826 zł/m²,"Osiedle Oficerskie, Grzegórzki, Kraków, małopolskie",23m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1956,blok,plastikowe,Brak danych
https://www.otodom.pl/pl/oferta/1-pokojowy-lokal-inwestycyjny-80m2-bez-prowizji-ID4uT5V,Brak danych,Brak danych,"pl. Wolności, Centrum, Stare Miasto, Poznań, wielkopolskie",80.73m²,1 pokój,brak informacji,pierwotny,deweloper,2023,Brak danych,Brak danych,Brak danych
https://www.otodom.pl/pl/oferta/kawalerka-do-wprowadzenia-24-m2-ID4sAoz,179 000 zł,7 490 zł/m²,"Tomaszów Mazowiecki, tomaszowski, łódzkie",23.9m²,1 pokój,inne,wtórny,biuro nieruchomości,Brak danych,blok,Brak danych,cegła
https://www.otodom.pl/pl/oferta/kawalerka-20-m2-bemowo-ID4wdLH,399 000 zł,19 752 zł/m²,"ul. Muszlowa, Jelonki Północne, Bemowo, Warszawa, mazowieckie",20.2m²,1 pokój,miejskie,wtórny,biuro nieruchomości,1984,blok,plastikowe,wielka płyta
https://www.otodom.pl/pl/oferta/kompaktowe-w-centrum-miasta-z-miejscem-parkingowym-ID4wd9d,409 000 zł,11 994 zł/m²,"pl. Cyryla Ratajskiego, Centrum, Stare Miasto, Poznań, wielkopolskie",34.1m²,1 pokój,miejskie,wtórny,biuro nieruchomości,Brak danych,blok,plastikowe,cegła
